crowd_problem_id,Case,Clip,chosen_answer,crowd_label,crowd_agreement,expert_problem_id,gs_label,gs_agreement,split,expert_user_id,expert_chosen_answer
7679722,Case-131,10,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7294742,no b-lines,1,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7679723,Case-093,17,"['1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines']",1 or more discrete b-lines,0.857142857,7294743,1 or more discrete b-lines,1,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines']"
7679724,Case-155,15,"['no b-lines', 'no b-lines']",no b-lines,1,7294744,no b-lines,1,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7679725,Case-138,19,"['no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,0.805555556,7294745,no b-lines,0.833333333,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7679733,Case-091,3,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7294753,no b-lines,1,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7679734,Case-116,4,"['no b-lines', 'confluent b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines']",1 or more discrete b-lines,0.5,7294754,1 or more discrete b-lines,0.5,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines']"
7679737,Case-153,6,"['confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'no b-lines', 'confluent b-lines', 'confluent b-lines', 'no b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines']",confluent b-lines,0.891891892,7294757,confluent b-lines,1,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']"
7679738,Case-129,5,"['no b-lines', 'no b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines']",no b-lines,0.595744681,7294758,1 or more discrete b-lines,0.666666667,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['1 or more discrete b-lines', 'confluent b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines']"
7679742,Case-150,14,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,0.923076923,7294762,no b-lines,1,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7679744,Case-109,6,"['no b-lines', 'no b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines']",no b-lines,0.595744681,7294764,no b-lines,0.5,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', '1 or more discrete b-lines', 'no b-lines', 'confluent b-lines', 'confluent b-lines', 'no b-lines']"
7679752,Case-118,17,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7294772,no b-lines,1,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7679754,Case-136,20,"['confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines']",confluent b-lines,0.780487805,7294774,1 or more discrete b-lines,0.666666667,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines']"
7679756,Case-157,19,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7294776,no b-lines,1,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7679759,Case-112,8,"['1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines']",1 or more discrete b-lines,0.6875,7294779,1 or more discrete b-lines,0.666666667,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines']"
7679778,Case-098,3,"['1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'no b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines']",1 or more discrete b-lines,0.441860465,7294798,1 or more discrete b-lines,0.833333333,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines']"
7679792,Case-112,7,"['confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines']",confluent b-lines,0.571428571,7294812,confluent b-lines,0.5,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines']"
7679793,Case-090,6,"['no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,0.977777778,7294813,no b-lines,1,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7679819,Case-090,7,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7294839,no b-lines,1,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7679823,Case-111,11,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7294843,no b-lines,1,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7679825,Case-163,7,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7294845,no b-lines,1,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7679830,Case-152,22,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,0.853658537,7294850,no b-lines,1,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7679831,Case-152,20,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,0.933333333,7294851,no b-lines,1,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7679837,Case-127,5,"['confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']",confluent b-lines,0.914893617,7294857,confluent b-lines,1,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']"
7679839,Case-138,22,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,0.955555556,7294859,no b-lines,1,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7679846,Case-129,4,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7294866,no b-lines,1,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7679865,Case-168,12,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7294885,no b-lines,1,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7679867,Case-137,8,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines']",no b-lines,0.956521739,7294887,no b-lines,1,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7679870,Case-091,10,"['no b-lines', 'no b-lines', 'confluent b-lines', 'confluent b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines']",no b-lines,0.625,7294890,no b-lines,1,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']"
7679879,Case-154,23,"['1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines']",confluent b-lines,0.853658537,7294899,confluent b-lines,0.5,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines']"
7679886,Case-154,16,"['1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines']",1 or more discrete b-lines,0.682926829,7294906,1 or more discrete b-lines,0.666666667,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines']"
7679899,Case-122,3,"['1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', 'no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines', '1 or more discrete b-lines']",no b-lines,0.5,7294919,1 or more discrete b-lines,0.666666667,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'no b-lines']"
7679902,Case-167,20,"['no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines', 'no b-lines']",no b-lines,1,7294922,no b-lines,0.833333333,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['no b-lines', 'no b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'no b-lines']"
7679906,Case-097,12,"['confluent b-lines', 'no b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'no b-lines', 'confluent b-lines', 'no b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']",confluent b-lines,0.928571429,7294926,confluent b-lines,0.833333333,test,"[31771, 65108, 66504, 271422, 271423, 272913]","['confluent b-lines', 'confluent b-lines', 'no b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']"
7679911,Case-105,10,"['confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']",confluent b-lines,0.9,7294931,confluent b-lines,0.666666667,train,"[31771, 65108, 66504, 271422, 271423, 272913]","['confluent b-lines', '1 or more discrete b-lines', '1 or more discrete b-lines', 'confluent b-lines', 'confluent b-lines', 'confluent b-lines']"
