Case ID,Case,Clip,Qualified Reads,Majority Label,label,split,Agreement,First Choice Answer,First Choice Votes,Second Choice Answer,Second Choice Votes,Third Choice Answer,Third Choice Votes
7679425,Case-075,3,19,'confluent b-lines',1,0,0.632,'confluent b-lines',12,'1 or more discrete b-lines',7,'no b-lines',0
7679426,Case-032,19,12,'no b-lines',0,0,1,'no b-lines',12,'confluent b-lines',0,'1 or more discrete b-lines',0
7679427,Case-076,7,26,'1 or more discrete b-lines',1,0,0.577,'1 or more discrete b-lines',15,'no b-lines',8,'confluent b-lines',3
7679428,Case-075,8,8,'1 or more discrete b-lines',1,0,0.75,'1 or more discrete b-lines',6,'confluent b-lines',2,'no b-lines',0
7679429,Case-060,22,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7679430,Case-051,16,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7679431,Case-082,20,10,'1 or more discrete b-lines',1,0,0.7,'1 or more discrete b-lines',7,'confluent b-lines',3,'no b-lines',0
7679434,Case-056,26,19,'confluent b-lines',1,0,0.579,'confluent b-lines',11,'no b-lines',6,'1 or more discrete b-lines',2
7679435,Case-032,16,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679436,Case-081,27,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679437,Case-041,21,23,'no b-lines',0,0,0.609,'no b-lines',14,'1 or more discrete b-lines',9,'confluent b-lines',0
7679438,Case-086,9,10,'no b-lines',0,0,1,'no b-lines',10,'confluent b-lines',0,'1 or more discrete b-lines',0
7679440,Case-016,17,9,'no b-lines',0,0,1,'no b-lines',9,'confluent b-lines',0,'1 or more discrete b-lines',0
7679441,Case-084,17,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7679442,Case-080,28,14,'1 or more discrete b-lines',1,0,0.786,'1 or more discrete b-lines',11,'confluent b-lines',2,'no b-lines',1
7679443,Case-080,23,26,'confluent b-lines',1,0,0.808,'confluent b-lines',21,'1 or more discrete b-lines',5,'no b-lines',0
7679445,Case-005,10,8,'no b-lines',0,0,0.75,'no b-lines',6,'confluent b-lines',2,'1 or more discrete b-lines',0
7679447,Case-076,4,18,'1 or more discrete b-lines',1,0,0.722,'1 or more discrete b-lines',13,'no b-lines',5,'confluent b-lines',0
7679448,Case-078,10,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7679450,Case-018,20,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7679451,Case-018,32,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7679452,Case-065,34,8,'confluent b-lines',1,0,1,'confluent b-lines',8,'no b-lines',0,'1 or more discrete b-lines',0
7679456,Case-039,11,10,'confluent b-lines',1,0,1,'confluent b-lines',10,'no b-lines',0,'1 or more discrete b-lines',0
7679457,Case-065,30,12,'confluent b-lines',1,0,0.667,'confluent b-lines',8,'1 or more discrete b-lines',4,'no b-lines',0
7679458,Case-059,23,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7679459,Case-045,25,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679460,Case-085,3,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7679461,Case-079,10,12,'1 or more discrete b-lines',1,0,0.75,'1 or more discrete b-lines',9,'confluent b-lines',3,'no b-lines',0
7679462,Case-070,5,9,'confluent b-lines',1,0,1,'confluent b-lines',9,'no b-lines',0,'1 or more discrete b-lines',0
7679463,Case-013,22,14,'confluent b-lines',1,0,0.643,'confluent b-lines',9,'1 or more discrete b-lines',4,'no b-lines',1
7679465,Case-065,35,12,'confluent b-lines',1,0,0.917,'confluent b-lines',11,'no b-lines',1,'1 or more discrete b-lines',0
7679466,Case-013,9,13,'1 or more discrete b-lines',1,0,0.692,'1 or more discrete b-lines',9,'confluent b-lines',3,'no b-lines',1
7679467,Case-069,13,22,'confluent b-lines',1,0,0.773,'confluent b-lines',17,'1 or more discrete b-lines',5,'no b-lines',0
7679468,Case-056,20,8,'1 or more discrete b-lines',1,0,1,'1 or more discrete b-lines',8,'no b-lines',0,'confluent b-lines',0
7679469,Case-023,21,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7679470,Case-018,29,6,'no b-lines',0,0,0.667,'no b-lines',4,'confluent b-lines',1,'1 or more discrete b-lines',1
7679471,Case-073,17,11,'1 or more discrete b-lines',1,0,0.818,'1 or more discrete b-lines',9,'confluent b-lines',2,'no b-lines',0
7679473,Case-073,19,10,'1 or more discrete b-lines',1,0,1,'1 or more discrete b-lines',10,'no b-lines',0,'confluent b-lines',0
7679477,Case-057,20,16,'1 or more discrete b-lines',1,0,0.688,'1 or more discrete b-lines',11,'confluent b-lines',5,'no b-lines',0
7679478,Case-052,24,20,'confluent b-lines',1,0,0.95,'confluent b-lines',19,'1 or more discrete b-lines',1,'no b-lines',0
7679480,Case-080,29,9,'no b-lines',0,0,0.889,'no b-lines',8,'confluent b-lines',1,'1 or more discrete b-lines',0
7679481,Case-050,16,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7679482,Case-040,17,20,'1 or more discrete b-lines',1,0,0.8,'1 or more discrete b-lines',16,'no b-lines',3,'confluent b-lines',1
7679483,Case-077,15,9,'1 or more discrete b-lines',1,0,0.778,'1 or more discrete b-lines',7,'confluent b-lines',2,'no b-lines',0
7679484,Case-075,5,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679485,Case-053,18,8,'1 or more discrete b-lines',1,0,0.875,'1 or more discrete b-lines',7,'confluent b-lines',1,'no b-lines',0
7679486,Case-032,17,7,'no b-lines',0,0,1,'no b-lines',7,'confluent b-lines',0,'1 or more discrete b-lines',0
7679487,Case-024,2,11,'1 or more discrete b-lines',1,0,0.909,'1 or more discrete b-lines',10,'confluent b-lines',1,'no b-lines',0
7679489,Case-034,17,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7679490,Case-062,21,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7679491,Case-087,11,20,'1 or more discrete b-lines',1,0,0.9,'1 or more discrete b-lines',18,'confluent b-lines',2,'no b-lines',0
7679492,Case-173,17,6,'no b-lines',0,0,0.833,'no b-lines',5,'1 or more discrete b-lines',1,'confluent b-lines',0
7679493,Case-153,5,18,'confluent b-lines',1,0,0.667,'confluent b-lines',12,'1 or more discrete b-lines',6,'no b-lines',0
7679494,Case-095,14,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7679495,Case-163,16,9,'no b-lines',0,0,0.889,'no b-lines',8,'1 or more discrete b-lines',1,'confluent b-lines',0
7679496,Case-150,16,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679498,Case-115,17,16,'confluent b-lines',1,0,0.938,'confluent b-lines',15,'1 or more discrete b-lines',1,'no b-lines',0
7679499,Case-117,10,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7679501,Case-133,5,18,'confluent b-lines',1,0,1,'confluent b-lines',18,'no b-lines',0,'1 or more discrete b-lines',0
7679502,Case-141,23,24,'confluent b-lines',1,0,0.75,'confluent b-lines',18,'1 or more discrete b-lines',6,'no b-lines',0
7679503,Case-134,15,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7679504,Case-100,17,17,'1 or more discrete b-lines',1,0,0.941,'1 or more discrete b-lines',16,'no b-lines',1,'confluent b-lines',0
7679505,Case-122,5,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7679508,Case-169,24,11,'no b-lines',0,0,0.818,'no b-lines',9,'confluent b-lines',1,'1 or more discrete b-lines',1
7679509,Case-170,27,9,'1 or more discrete b-lines',1,0,0.778,'1 or more discrete b-lines',7,'no b-lines',1,'confluent b-lines',1
7679510,Case-138,27,6,'no b-lines',0,0,0.833,'no b-lines',5,'1 or more discrete b-lines',1,'confluent b-lines',0
7679511,Case-089,18,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679512,Case-135,39,13,'1 or more discrete b-lines',1,0,1,'1 or more discrete b-lines',13,'no b-lines',0,'confluent b-lines',0
7679515,Case-165,22,5,'no b-lines',0,0,0.8,'no b-lines',4,'1 or more discrete b-lines',1,'confluent b-lines',0
7679516,Case-123,28,9,'1 or more discrete b-lines',1,0,0.889,'1 or more discrete b-lines',8,'no b-lines',1,'confluent b-lines',0
7679519,Case-149,27,24,'1 or more discrete b-lines',1,0,0.625,'1 or more discrete b-lines',15,'confluent b-lines',8,'no b-lines',1
7679521,Case-107,9,14,'1 or more discrete b-lines',1,0,0.643,'1 or more discrete b-lines',9,'confluent b-lines',4,'no b-lines',1
7679522,Case-123,43,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7679523,Case-091,7,9,'1 or more discrete b-lines',1,0,0.889,'1 or more discrete b-lines',8,'no b-lines',1,'confluent b-lines',0
7679525,Case-103,9,16,'1 or more discrete b-lines',1,0,0.812,'1 or more discrete b-lines',13,'no b-lines',2,'confluent b-lines',1
7679527,Case-094,16,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679528,Case-107,12,6,'confluent b-lines',1,0,0.833,'confluent b-lines',5,'1 or more discrete b-lines',1,'no b-lines',0
7679529,Case-116,7,8,'1 or more discrete b-lines',1,0,1,'1 or more discrete b-lines',8,'no b-lines',0,'confluent b-lines',0
7679530,Case-163,11,13,'confluent b-lines',1,0,0.692,'confluent b-lines',9,'1 or more discrete b-lines',4,'no b-lines',0
7679531,Case-105,1,17,'confluent b-lines',1,0,1,'confluent b-lines',17,'no b-lines',0,'1 or more discrete b-lines',0
7679532,Case-117,8,14,'1 or more discrete b-lines',1,0,0.857,'1 or more discrete b-lines',12,'confluent b-lines',2,'no b-lines',0
7679534,Case-098,4,9,'no b-lines',0,0,0.778,'no b-lines',7,'1 or more discrete b-lines',2,'confluent b-lines',0
7679535,Case-127,9,17,'confluent b-lines',1,0,0.824,'confluent b-lines',14,'no b-lines',3,'1 or more discrete b-lines',0
7679536,Case-122,12,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7679537,Case-169,18,9,'no b-lines',0,0,1,'no b-lines',9,'confluent b-lines',0,'1 or more discrete b-lines',0
7679538,Case-117,12,16,'1 or more discrete b-lines',1,0,0.75,'1 or more discrete b-lines',12,'no b-lines',3,'confluent b-lines',1
7679539,Case-122,2,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679541,Case-100,18,10,'1 or more discrete b-lines',1,0,0.8,'1 or more discrete b-lines',8,'confluent b-lines',2,'no b-lines',0
7679542,Case-139,16,9,'no b-lines',0,0,1,'no b-lines',9,'confluent b-lines',0,'1 or more discrete b-lines',0
7679543,Case-100,20,29,'1 or more discrete b-lines',1,0,0.552,'1 or more discrete b-lines',16,'confluent b-lines',13,'no b-lines',0
7679544,Case-102,6,13,'no b-lines',0,0,0.692,'no b-lines',9,'confluent b-lines',3,'1 or more discrete b-lines',1
7679545,Case-144,35,12,'no b-lines',0,0,0.583,'no b-lines',7,'1 or more discrete b-lines',4,'confluent b-lines',1
7679546,Case-103,2,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7679547,Case-131,14,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7679549,Case-143,13,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7679550,Case-147,11,20,'confluent b-lines',1,0,0.8,'confluent b-lines',16,'1 or more discrete b-lines',4,'no b-lines',0
7679551,Case-154,24,9,'no b-lines',0,0,0.778,'no b-lines',7,'confluent b-lines',1,'1 or more discrete b-lines',1
7679552,Case-119,22,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7679553,Case-110,3,10,'1 or more discrete b-lines',1,0,1,'1 or more discrete b-lines',10,'no b-lines',0,'confluent b-lines',0
7679554,Case-107,14,20,'confluent b-lines',1,0,0.6,'confluent b-lines',12,'1 or more discrete b-lines',7,'no b-lines',1
7679555,Case-121,16,8,'no b-lines',0,0,1,'no b-lines',8,'confluent b-lines',0,'1 or more discrete b-lines',0
7679557,Case-165,18,18,'no b-lines',0,0,0.444,'no b-lines',8,'confluent b-lines',5,'1 or more discrete b-lines',5
7679559,Case-119,9,5,'no b-lines',0,0,0.8,'no b-lines',4,'confluent b-lines',1,'1 or more discrete b-lines',0
7679561,Case-131,13,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679562,Case-135,25,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7679564,Case-167,14,8,'no b-lines',0,0,1,'no b-lines',8,'confluent b-lines',0,'1 or more discrete b-lines',0
7679565,Case-118,21,5,'no b-lines',0,0,0.8,'no b-lines',4,'1 or more discrete b-lines',1,'confluent b-lines',0
7679566,Case-107,13,40,'confluent b-lines',1,0,0.55,'confluent b-lines',22,'1 or more discrete b-lines',18,'no b-lines',0
7679567,Case-103,14,9,'confluent b-lines',1,0,0.778,'confluent b-lines',7,'no b-lines',1,'1 or more discrete b-lines',1
7679568,Case-106,20,8,'no b-lines',0,0,0.875,'no b-lines',7,'1 or more discrete b-lines',1,'confluent b-lines',0
7679569,Case-136,19,14,'1 or more discrete b-lines',1,0,0.929,'1 or more discrete b-lines',13,'confluent b-lines',1,'no b-lines',0
7679570,Case-140,22,8,'no b-lines',0,0,0.75,'no b-lines',6,'confluent b-lines',1,'1 or more discrete b-lines',1
7679572,Case-114,16,14,'1 or more discrete b-lines',1,0,0.714,'1 or more discrete b-lines',10,'confluent b-lines',4,'no b-lines',0
7679573,Case-156,23,13,'1 or more discrete b-lines',1,0,0.615,'1 or more discrete b-lines',8,'confluent b-lines',4,'no b-lines',1
7679575,Case-097,4,11,'confluent b-lines',1,0,1,'confluent b-lines',11,'no b-lines',0,'1 or more discrete b-lines',0
7679576,Case-172,19,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7679577,Case-120,15,7,'confluent b-lines',1,0,1,'confluent b-lines',7,'no b-lines',0,'1 or more discrete b-lines',0
7679578,Case-109,4,6,'no b-lines',0,0,0.833,'no b-lines',5,'1 or more discrete b-lines',1,'confluent b-lines',0
7679579,Case-106,18,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7679580,Case-170,31,28,'confluent b-lines',1,0,1,'confluent b-lines',28,'no b-lines',0,'1 or more discrete b-lines',0
7679581,Case-103,12,9,'no b-lines',0,0,1,'no b-lines',9,'confluent b-lines',0,'1 or more discrete b-lines',0
7679582,Case-145,19,9,'no b-lines',0,0,1,'no b-lines',9,'confluent b-lines',0,'1 or more discrete b-lines',0
7679584,Case-089,30,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7679585,Case-144,33,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7679586,Case-092,22,13,'no b-lines',0,0,0.615,'no b-lines',8,'confluent b-lines',5,'1 or more discrete b-lines',0
7679587,Case-124,2,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7679588,Case-098,7,11,'no b-lines',0,0,0.909,'no b-lines',10,'1 or more discrete b-lines',1,'confluent b-lines',0
7679589,Case-148,11,7,'no b-lines',0,0,1,'no b-lines',7,'confluent b-lines',0,'1 or more discrete b-lines',0
7679590,Case-173,15,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679591,Case-143,11,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679592,Case-134,22,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7679594,Case-125,21,15,'no b-lines',0,0,0.6,'no b-lines',9,'1 or more discrete b-lines',6,'confluent b-lines',0
7679595,Case-125,19,20,'confluent b-lines',1,0,0.55,'confluent b-lines',11,'1 or more discrete b-lines',8,'no b-lines',1
7679596,Case-120,12,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7679598,Case-099,13,22,'confluent b-lines',1,0,0.591,'confluent b-lines',13,'1 or more discrete b-lines',9,'no b-lines',0
7679599,Case-128,33,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679600,Case-114,24,26,'1 or more discrete b-lines',1,0,0.577,'1 or more discrete b-lines',15,'confluent b-lines',6,'no b-lines',5
7679601,Case-107,7,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679603,Case-109,12,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7679604,Case-171,5,19,'no b-lines',0,0,0.579,'no b-lines',11,'confluent b-lines',7,'1 or more discrete b-lines',1
7679605,Case-155,16,12,'1 or more discrete b-lines',1,0,0.917,'1 or more discrete b-lines',11,'confluent b-lines',1,'no b-lines',0
7679606,Case-142,18,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7679607,Case-108,8,7,'no b-lines',0,0,1,'no b-lines',7,'confluent b-lines',0,'1 or more discrete b-lines',0
7679608,Case-173,19,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7679609,Case-153,7,12,'confluent b-lines',1,0,0.917,'confluent b-lines',11,'1 or more discrete b-lines',1,'no b-lines',0
7679610,Case-145,23,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679611,Case-100,13,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679612,Case-109,7,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7679613,Case-091,8,9,'1 or more discrete b-lines',1,0,0.889,'1 or more discrete b-lines',8,'confluent b-lines',1,'no b-lines',0
7679614,Case-123,31,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7679615,Case-099,11,17,'1 or more discrete b-lines',1,0,0.882,'1 or more discrete b-lines',15,'confluent b-lines',2,'no b-lines',0
7679616,Case-103,4,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679617,Case-130,20,27,'confluent b-lines',1,0,0.667,'confluent b-lines',18,'1 or more discrete b-lines',9,'no b-lines',0
7679618,Case-126,1,7,'confluent b-lines',1,0,0.714,'confluent b-lines',5,'no b-lines',1,'1 or more discrete b-lines',1
7679620,Case-168,17,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679621,Case-151,18,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7679622,Case-118,13,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679623,Case-137,7,16,'1 or more discrete b-lines',1,0,0.625,'1 or more discrete b-lines',10,'confluent b-lines',6,'no b-lines',0
7679625,Case-138,20,7,'no b-lines',0,0,1,'no b-lines',7,'confluent b-lines',0,'1 or more discrete b-lines',0
7679626,Case-113,2,7,'no b-lines',0,0,1,'no b-lines',7,'confluent b-lines',0,'1 or more discrete b-lines',0
7679627,Case-090,8,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7679628,Case-125,15,7,'1 or more discrete b-lines',1,0,0.857,'1 or more discrete b-lines',6,'no b-lines',1,'confluent b-lines',0
7679629,Case-160,23,9,'no b-lines',0,0,1,'no b-lines',9,'confluent b-lines',0,'1 or more discrete b-lines',0
7679631,Case-133,7,30,'confluent b-lines',1,0,1,'confluent b-lines',30,'no b-lines',0,'1 or more discrete b-lines',0
7679633,Case-115,9,7,'1 or more discrete b-lines',1,0,1,'1 or more discrete b-lines',7,'no b-lines',0,'confluent b-lines',0
7679634,Case-147,10,35,'confluent b-lines',1,0,0.429,'confluent b-lines',15,'1 or more discrete b-lines',12,'no b-lines',8
7679635,Case-113,11,8,'no b-lines',0,0,1,'no b-lines',8,'confluent b-lines',0,'1 or more discrete b-lines',0
7679636,Case-104,2,18,'1 or more discrete b-lines',1,0,0.833,'1 or more discrete b-lines',15,'confluent b-lines',3,'no b-lines',0
7679637,Case-116,12,11,'no b-lines',0,0,0.636,'no b-lines',7,'confluent b-lines',4,'1 or more discrete b-lines',0
7679638,Case-114,14,15,'1 or more discrete b-lines',1,0,0.933,'1 or more discrete b-lines',14,'confluent b-lines',1,'no b-lines',0
7679639,Case-107,11,21,'no b-lines',0,0,0.524,'no b-lines',11,'confluent b-lines',8,'1 or more discrete b-lines',2
7679640,Case-142,14,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7679641,Case-146,30,10,'confluent b-lines',1,0,0.8,'confluent b-lines',8,'1 or more discrete b-lines',2,'no b-lines',0
7679642,Case-160,16,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7679643,Case-142,20,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7679644,Case-131,12,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679645,Case-139,28,7,'no b-lines',0,0,0.714,'no b-lines',5,'confluent b-lines',1,'1 or more discrete b-lines',1
7679646,Case-108,5,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7679647,Case-133,11,5,'confluent b-lines',1,0,1,'confluent b-lines',5,'no b-lines',0,'1 or more discrete b-lines',0
7679649,Case-092,23,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679650,Case-165,15,25,'1 or more discrete b-lines',1,0,0.6,'1 or more discrete b-lines',15,'confluent b-lines',7,'no b-lines',3
7679652,Case-120,9,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679654,Case-127,10,30,'confluent b-lines',1,0,0.9,'confluent b-lines',27,'no b-lines',2,'1 or more discrete b-lines',1
7679655,Case-095,20,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7679656,Case-130,16,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7679657,Case-122,10,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7679659,Case-131,23,6,'no b-lines',0,0,1,'no b-lines',6,'confluent b-lines',0,'1 or more discrete b-lines',0
7679660,Case-149,2,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7679662,Case-091,9,14,'1 or more discrete b-lines',1,0,0.714,'1 or more discrete b-lines',10,'no b-lines',3,'confluent b-lines',1
7679663,Case-122,9,6,'no b-lines',0,0,0.667,'no b-lines',4,'confluent b-lines',1,'1 or more discrete b-lines',1
7679666,Case-156,28,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7679668,Case-174,20,10,'confluent b-lines',1,0,0.8,'confluent b-lines',8,'1 or more discrete b-lines',2,'no b-lines',0
7679669,Case-107,1,10,'1 or more discrete b-lines',1,0,0.8,'1 or more discrete b-lines',8,'no b-lines',2,'confluent b-lines',0
7679670,Case-139,29,10,'no b-lines',0,0,0.9,'no b-lines',9,'confluent b-lines',1,'1 or more discrete b-lines',0
7679671,Case-134,24,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679672,Case-116,5,13,'confluent b-lines',1,0,0.692,'confluent b-lines',9,'1 or more discrete b-lines',3,'no b-lines',1
7679673,Case-097,10,14,'confluent b-lines',1,0,0.857,'confluent b-lines',12,'1 or more discrete b-lines',2,'no b-lines',0
7679674,Case-152,15,10,'no b-lines',0,0,1,'no b-lines',10,'confluent b-lines',0,'1 or more discrete b-lines',0
7679675,Case-119,15,11,'no b-lines',0,0,1,'no b-lines',11,'confluent b-lines',0,'1 or more discrete b-lines',0
7679676,Case-099,14,11,'confluent b-lines',1,0,1,'confluent b-lines',11,'no b-lines',0,'1 or more discrete b-lines',0
7679677,Case-170,28,22,'confluent b-lines',1,0,0.773,'confluent b-lines',17,'no b-lines',5,'1 or more discrete b-lines',0
7679679,Case-115,15,7,'1 or more discrete b-lines',1,0,0.857,'1 or more discrete b-lines',6,'no b-lines',1,'confluent b-lines',0
7679680,Case-122,11,11,'1 or more discrete b-lines',1,0,0.636,'1 or more discrete b-lines',7,'no b-lines',4,'confluent b-lines',0
7679682,Case-148,8,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7679684,Case-149,9,33,'confluent b-lines',1,0,0.545,'confluent b-lines',18,'1 or more discrete b-lines',15,'no b-lines',0
7679685,Case-149,22,19,'1 or more discrete b-lines',1,0,0.895,'1 or more discrete b-lines',17,'no b-lines',2,'confluent b-lines',0
7679686,Case-143,20,9,'no b-lines',0,0,1,'no b-lines',9,'confluent b-lines',0,'1 or more discrete b-lines',0
7679688,Case-104,7,8,'no b-lines',0,0,1,'no b-lines',8,'confluent b-lines',0,'1 or more discrete b-lines',0
7679689,Case-098,2,10,'no b-lines',0,0,0.7,'no b-lines',7,'1 or more discrete b-lines',3,'confluent b-lines',0
7679691,Case-153,3,19,'confluent b-lines',1,0,0.526,'confluent b-lines',10,'1 or more discrete b-lines',5,'no b-lines',4
7679692,Case-144,32,9,'no b-lines',0,0,0.667,'no b-lines',6,'confluent b-lines',3,'1 or more discrete b-lines',0
7679694,Case-132,16,5,'no b-lines',0,0,1,'no b-lines',5,'confluent b-lines',0,'1 or more discrete b-lines',0
7679695,Case-120,20,11,'confluent b-lines',1,0,0.636,'confluent b-lines',7,'1 or more discrete b-lines',4,'no b-lines',0
7679699,Case-111,2,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7679700,Case-123,46,8,'no b-lines',0,0,1,'no b-lines',8,'confluent b-lines',0,'1 or more discrete b-lines',0
7679701,Case-108,11,3,'no b-lines',0,0,1,'no b-lines',3,'confluent b-lines',0,'1 or more discrete b-lines',0
7679702,Case-149,4,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
7679703,Case-138,21,4,'no b-lines',0,0,1,'no b-lines',4,'confluent b-lines',0,'1 or more discrete b-lines',0
